Title,SJR,H index,IPP,SNIP,Total Docs. (2023),Total Docs. (3years),Total Refs.,Est. value (USD) (2023),Total Cites (3years),Self-Cites/Total Cites (3years),Uncited Docs./Total Docs. (3years),Citable Docs. (3years),Cites / Doc. (2years),Ref. / Doc.,Coverage_Duration,Publisher,Labels
Nature Protocols,7.419,320,16.1618852459016,3.38704259811155,150,492,8949,3810589.0,7961,0.0066574550935812,0.0304878048780487,487,12.95,59.66,20,Springer Nature,1.0
Nature Sustainability,7.366,146,25.5300261096606,5.32915009913079,251,513,9291,4497297.0,10701,0.0117746005046257,0.1461988304093567,376,18.41,37.02,8,Nature Publishing Group,1.0
Gastroenterology,7.362,482,19.6606382978723,4.75249477922203,556,2269,11551,16875298.0,21208,0.0175405507355714,0.4222124283825473,1128,7.73,20.78,81,W.B. Saunders,1.0
Annual Review of Clinical Psychology,7.348,158,20.4444444444444,7.06105900098938,20,63,2622,516510.0,1365,0.0021978021978021,0.0,63,18.07,131.1,20,Annual Reviews Inc.,1.0
The Lancet Digital Health,7.277,85,26.100195513448963,6.485846727239638,133,393,3587,2399602.0,5454,0.0102676934360102,0.2035623409669211,192,14.18,26.97,7,Elsevier Ltd,1.0
Nature Reviews Endocrinology,7.274,224,22.353982300885,5.59931157136134,147,480,7091,3712339.0,5925,0.0052320675105485,0.4041666666666667,227,10.84,48.24,17,Nature Publishing Group,1.0
Innovation,7.268,55,27.824144370975656,6.623729196042762,142,294,5288,1687316.0,5236,0.0080213903743315,0.1360544217687075,177,19.26,37.24,6,Cell Press,1.0
ACS Energy Letters,7.202,223,19.7533039647577,2.60359807235872,604,1442,29991,11904127.0,27678,0.0388756413035623,0.0312066574202496,1382,18.05,49.65,10,American Chemical Society,1.0
Genome Biology,7.197,319,11.7181286549708,2.52079868238768,286,896,20219,7308265.0,10891,0.0268111284546873,0.0602678571428571,865,9.66,70.7,26,BioMed Central Ltd,1.0
Journal of the Academy of Marketing Science,7.194,221,18.8208092485549,5.443238389291,72,189,6475,1484139.0,3683,0.0385555253869128,0.1005291005291005,173,12.72,89.93,53,Springer New York,1.0
Nature Metabolism,7.192,92,16.2871536523929,3.17055104699878,224,516,10277,3460975.0,6285,0.0176610978520286,0.253875968992248,396,10.72,45.88,7,Springer Berlin,1.0
